0.92,0, 0, 0.0
0.8,0, 0, 0.0
0.6,0, 0, 0.0
0.92,149, 51, 0.745
0.8,153, 47, 0.765
0.92,159, 41, 0.795
0.8,158, 42, 0.79
0.6,150, 50, 0.75
0.4,145, 55, 0.725
0.28,136, 64, 0.68
0.2,129, 71, 0.645
0.08,107, 93, 0.535
0.0,101, 99, 0.505
-0.08,99, 101, 0.495
-0.2,76, 124, 0.38
-0.28,79, 121, 0.395
-0.4,71, 129, 0.355
-0.6,58, 142, 0.29
-0.8,60, 140, 0.3
-0.92,36, 164, 0.18
